index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Coordinates,MonthSale,AgeBuilding,WeekdaySale,Weekend
3760,Maidstone,2 Omar St,4,house,765000.0,SP,Biggin,2016-09-24,9.2,3012,4.0,1.0,2.0,672.0,126.0,Maribyrnong,-37.7824,144.8704,Western Metropolitan,3873.0,"-37.7824, 144.8704",9,61.0,5,1
3761,Maidstone,62 Suffolk St,4,house,1060000.0,S,Biggin,2016-09-24,9.2,3012,4.0,2.0,2.0,660.0,126.0,Maribyrnong,-37.7905,144.8739,Western Metropolitan,3873.0,"-37.7905, 144.8739",9,46.0,5,1
3762,Maidstone,40 Howard St,3,house,740000.0,S,Sweeney,2017-02-25,9.2,3012,3.0,1.0,2.0,333.0,126.0,Maribyrnong,-37.7889,144.8787,Western Metropolitan,3873.0,"-37.7889, 144.8787",2,67.0,5,1
3763,Maidstone,45 Norfolk St,2,house,770000.0,S,Sweeney,2017-02-25,9.2,3012,2.0,1.0,1.0,329.0,126.0,Maribyrnong,-37.7887,144.8788,Western Metropolitan,3873.0,"-37.7887, 144.8788",2,62.0,5,1
3764,Maidstone,1/12 Clarendon St,3,house,490000.0,SP,Biggin,2016-07-26,9.2,3012,3.0,1.0,2.0,269.0,80.0,Maribyrnong,-37.7844,144.8665,Western Metropolitan,3873.0,"-37.7844, 144.8665",7,56.0,1,0
3765,Maidstone,11d Rooney St,3,townhouse,657000.0,S,Nguyen,2016-07-26,9.2,3012,3.0,2.0,2.0,159.0,126.0,Maribyrnong,-37.7846,144.87,Western Metropolitan,3873.0,"-37.7846, 144.87",7,46.0,1,0
3766,Maidstone,14 Madden St,2,house,830000.0,S,Rendina,2016-11-27,9.2,3012,2.0,1.0,2.0,318.0,126.0,Maribyrnong,-37.7898,144.8817,Western Metropolitan,3873.0,"-37.7898, 144.8817",11,46.0,6,1
3767,Maidstone,171 Mitchell St,4,house,675000.0,S,Sweeney,2016-05-28,9.2,3012,4.0,1.0,1.0,595.0,80.0,Maribyrnong,-37.7817,144.868,Western Metropolitan,3873.0,"-37.7817, 144.868",5,66.0,5,1
3768,Maidstone,13 Burns St,3,house,865000.0,SP,Jas,2016-08-28,9.2,3012,3.0,1.0,3.0,381.0,121.0,Maribyrnong,-37.7874,144.8763,Western Metropolitan,3873.0,"-37.7874, 144.8763",8,76.0,6,1
3769,Maidstone,2/13 Radio St,2,townhouse,600000.0,S,Jas,2016-08-28,9.2,3012,2.0,2.0,1.0,145.0,112.0,Maribyrnong,-37.7801,144.869,Western Metropolitan,3873.0,"-37.7801, 144.869",8,4.0,6,1
3770,Maidstone,14 Howard St,4,house,773000.0,S,Biggin,2016-07-30,9.2,3012,4.0,1.0,2.0,333.0,137.0,Maribyrnong,-37.7893,144.8818,Western Metropolitan,3873.0,"-37.7893, 144.8818",7,46.0,5,1
3771,Maidstone,9 Verdun St,3,house,905000.0,S,Sweeney,2016-07-30,9.2,3012,3.0,1.0,1.0,686.0,126.0,Maribyrnong,-37.782,144.8828,Western Metropolitan,3873.0,"-37.782, 144.8828",7,46.0,5,1
3772,Malvern,9/3 Irving St,2,unit,570500.0,S,hockingstuart,2017-03-04,7.4,3144,2.0,1.0,2.0,0.0,126.0,Stonnington,-37.8597,145.0318,Southern Metropolitan,4675.0,"-37.8597, 145.0318",3,47.0,5,1
3773,Malvern,17/246 Wattletree Rd,2,unit,1350000.0,VB,RT,2017-03-04,7.4,3144,2.0,2.0,2.0,0.0,126.0,Stonnington,-37.8638,145.0379,Southern Metropolitan,4675.0,"-37.8638, 145.0379",3,47.0,5,1
3774,Malvern,35 Dixon St,3,house,2050000.0,S,Jellis,2016-06-04,7.4,3144,2.0,2.0,1.0,231.0,180.0,Stonnington,-37.8607,145.0373,Southern Metropolitan,4675.0,"-37.8607, 145.0373",6,126.0,5,1
3775,Malvern,12 Hornsby St,4,house,2300000.0,S,Jellis,2016-06-04,7.4,3144,4.0,2.0,2.0,599.0,126.0,Stonnington,-37.8493,145.0395,Southern Metropolitan,4675.0,"-37.8493, 145.0395",6,39.0,5,1
3776,Malvern,3 Plant St,4,house,3460000.0,S,Jellis,2016-06-04,7.4,3144,4.0,2.0,2.0,502.0,309.0,Stonnington,-37.8515,145.0324,Southern Metropolitan,4675.0,"-37.8515, 145.0324",6,0.0,5,1
3777,Malvern,67 Wheatland Rd,4,house,2400000.0,VB,Marshall,2016-08-06,7.4,3144,4.0,2.0,2.0,586.0,195.0,Stonnington,-37.866,145.039,Southern Metropolitan,4675.0,"-37.866, 145.039",8,126.0,5,1
3778,Malvern,3/58 Cawkwell St,2,unit,569000.0,S,Noel,2016-05-07,7.4,3144,2.0,1.0,2.0,0.0,126.0,Stonnington,-37.854,145.041,Southern Metropolitan,4675.0,"-37.854, 145.041",5,46.0,5,1
3779,Malvern,11 Eva St,3,house,2025000.0,VB,Jellis,2016-05-07,7.4,3144,3.0,2.0,2.0,396.0,105.0,Stonnington,-37.8562,145.0373,Southern Metropolitan,4675.0,"-37.8562, 145.0373",5,106.0,5,1
3780,Malvern,19 Gordon Gr,3,house,1950000.0,S,Jellis,2016-05-07,7.4,3144,2.0,1.0,1.0,325.0,126.0,Stonnington,-37.8636,145.0301,Southern Metropolitan,4675.0,"-37.8636, 145.0301",5,46.0,5,1
3781,Malvern,35 Evandale Rd,3,house,1895000.0,S,Jellis,2016-11-07,7.4,3144,3.0,2.0,0.0,258.0,126.0,Stonnington,-37.8644,145.0302,Southern Metropolitan,4675.0,"-37.8644, 145.0302",11,46.0,0,0
3782,Malvern,2/64 Cawkwell St,2,unit,635000.0,S,hockingstuart,2016-10-08,7.4,3144,2.0,1.0,1.0,0.0,126.0,Stonnington,-37.8537,145.041,Southern Metropolitan,4675.0,"-37.8537, 145.041",10,46.0,5,1
3783,Malvern,8/7 Warner St,2,unit,611000.0,SP,Marshall,2016-10-08,7.4,3144,2.0,1.0,1.0,0.0,68.0,Stonnington,-37.8515,145.0372,Southern Metropolitan,4675.0,"-37.8515, 145.0372",10,8.0,5,1
3784,Malvern,51 Dixon St,2,house,1611000.0,S,Marshall,2016-11-12,7.4,3144,2.0,1.0,2.0,277.0,126.0,Stonnington,-37.8586,145.0375,Southern Metropolitan,4675.0,"-37.8586, 145.0375",11,46.0,5,1
3785,Malvern,41 Horace St,4,house,3800000.0,S,Kay,2016-08-13,7.4,3144,4.0,3.0,2.0,587.0,392.0,Stonnington,-37.8613,145.0393,Southern Metropolitan,4675.0,"-37.8613, 145.0393",8,0.0,5,1
3786,Malvern,3/2 Cawkwell St,3,townhouse,1390000.0,PI,Marshall,2016-05-14,7.4,3144,3.0,2.0,1.0,227.0,181.0,Stonnington,-37.8577,145.0406,Southern Metropolitan,4675.0,"-37.8577, 145.0406",5,21.0,5,1
3787,Malvern,42 Cressy St,2,house,780000.0,VB,Jellis,2016-05-14,7.4,3144,2.0,0.0,0.0,0.0,126.0,Stonnington,-37.8502,145.0418,Southern Metropolitan,4675.0,"-37.8502, 145.0418",5,46.0,5,1
3788,Malvern,312 Glenferrie Rd,4,house,4700000.0,S,Marshall,2016-05-14,7.4,3144,4.0,3.0,2.0,879.0,126.0,Stonnington,-37.8527,145.0301,Southern Metropolitan,4675.0,"-37.8527, 145.0301",5,46.0,5,1
3789,Malvern,22 Milton Pde,3,house,2415000.0,S,Jellis,2016-10-15,7.4,3144,3.0,1.0,3.0,696.0,128.0,Stonnington,-37.8462,145.0386,Southern Metropolitan,4675.0,"-37.8462, 145.0386",10,106.0,5,1
3790,Malvern,29/202 Wattletree Rd,2,unit,566000.0,SP,hockingstuart,2016-10-15,7.4,3144,2.0,1.0,1.0,0.0,80.0,Stonnington,-37.8633,145.0338,Southern Metropolitan,4675.0,"-37.8633, 145.0338",10,46.0,5,1
3791,Malvern,14 Woodmason St,3,house,1437000.0,S,hockingstuart,2016-04-16,7.4,3144,2.0,1.0,1.0,313.0,132.0,Stonnington,-37.8511,145.0317,Southern Metropolitan,4675.0,"-37.8511, 145.0317",4,106.0,5,1
3792,Malvern,6/20 Johnstone St,2,townhouse,500000.0,S,Thomson,2016-07-16,7.4,3144,2.0,1.0,1.0,0.0,54.0,Stonnington,-37.8693,145.0348,Southern Metropolitan,4675.0,"-37.8693, 145.0348",7,46.0,5,1
3793,Malvern,304/361 Glenferrie Rd,2,unit,1155000.0,S,Marshall,2016-09-17,7.4,3144,2.0,2.0,2.0,0.0,126.0,Stonnington,-37.851,145.03,Southern Metropolitan,4675.0,"-37.851, 145.03",9,14.0,5,1
3794,Malvern,9 Fraser St,3,house,3010000.0,S,Jellis,2017-03-18,7.4,3144,3.0,3.0,4.0,283.0,126.0,Stonnington,-37.858,145.0351,Southern Metropolitan,4675.0,"-37.858, 145.0351",3,47.0,5,1
3795,Malvern,109/14 Elizabeth St,2,unit,650000.0,VB,Gary,2016-06-18,7.4,3144,2.0,2.0,1.0,0.0,126.0,Stonnington,-37.8514,145.0361,Southern Metropolitan,4675.0,"-37.8514, 145.0361",6,46.0,5,1
3796,Malvern,34 Johnstone St,5,house,3400000.0,SP,Jellis,2016-06-18,7.4,3144,4.0,3.0,4.0,807.0,339.0,Stonnington,-37.8684,145.035,Southern Metropolitan,4675.0,"-37.8684, 145.035",6,96.0,5,1
3797,Malvern,10 Woodmason St,3,house,2355000.0,S,Marshall,2016-06-18,7.4,3144,3.0,2.0,4.0,471.0,235.0,Stonnington,-37.851,145.0316,Southern Metropolitan,4675.0,"-37.851, 145.0316",6,31.0,5,1
3798,Malvern,18 Soudan St,5,house,4240000.0,S,Marshall,2016-11-19,7.4,3144,5.0,3.0,3.0,580.0,320.0,Stonnington,-37.8653,145.0304,Southern Metropolitan,4675.0,"-37.8653, 145.0304",11,126.0,5,1
3799,Malvern,3/298 Glenferrie Rd,3,unit,927000.0,S,Jellis,2016-05-22,7.4,3144,3.0,1.0,1.0,0.0,126.0,Stonnington,-37.8549,145.0298,Southern Metropolitan,4675.0,"-37.8549, 145.0298",5,46.0,6,1
3800,Malvern,7 Hunter St,2,house,1326000.0,S,J,2016-08-22,7.4,3144,2.0,1.0,0.0,254.0,100.0,Stonnington,-37.8674,145.0355,Southern Metropolitan,4675.0,"-37.8674, 145.0355",8,116.0,0,0
3801,Malvern,3 Mary St,4,house,4525000.0,PI,Marshall,2016-08-22,7.4,3144,4.0,4.0,2.0,716.0,159.0,Stonnington,-37.8469,145.0377,Southern Metropolitan,4675.0,"-37.8469, 145.0377",8,91.0,0,0
3802,Malvern,24/1231 Malvern Rd,2,unit,660000.0,S,Thomson,2016-09-24,7.4,3144,2.0,1.0,1.0,0.0,126.0,Stonnington,-37.852,145.0343,Southern Metropolitan,4675.0,"-37.852, 145.0343",9,46.0,5,1
3803,Malvern,2 McArthur St,4,house,1617000.0,S,O'Donoghues,2016-09-24,7.4,3144,2.0,1.0,0.0,337.0,126.0,Stonnington,-37.8575,145.0392,Southern Metropolitan,4675.0,"-37.8575, 145.0392",9,46.0,5,1
3804,Malvern,20 Gordon Gr,4,house,1965000.0,SP,Jellis,2017-02-25,7.4,3144,4.0,2.0,1.0,300.0,185.0,Stonnington,-37.8638,145.0298,Southern Metropolitan,4675.0,"-37.8638, 145.0298",2,127.0,5,1
3805,Malvern,58 Horace St,3,house,2325000.0,PI,RT,2017-02-25,7.4,3144,3.0,2.0,2.0,347.0,126.0,Stonnington,-37.8602,145.0399,Southern Metropolitan,4675.0,"-37.8602, 145.0399",2,47.0,5,1
3806,Malvern,50 Hunter St,4,house,3470000.0,S,Marshall,2017-02-25,7.4,3144,4.0,3.0,2.0,585.0,248.0,Stonnington,-37.868,145.03799999999995,Southern Metropolitan,4675.0,"-37.868, 145.038",2,102.0,5,1
3807,Malvern,8/6 Irving St,2,unit,740000.0,S,Marshall,2017-02-25,7.4,3144,2.0,1.0,1.0,0.0,91.0,Stonnington,-37.8597,145.0322,Southern Metropolitan,4675.0,"-37.8597, 145.0322",2,50.0,5,1
3808,Malvern,3/197 Wattletree Rd,5,house,2325000.0,S,Marshall,2017-02-25,7.4,3144,5.0,3.0,2.0,501.0,233.0,Stonnington,-37.8631,145.0353,Southern Metropolitan,4675.0,"-37.8631, 145.0353",2,11.0,5,1
3809,Malvern,5a Ewart St,3,house,1970000.0,S,Marshall,2016-06-27,7.4,3144,3.0,2.0,1.0,246.0,106.0,Stonnington,-37.871,145.0364,Southern Metropolitan,4675.0,"-37.871, 145.0364",6,106.0,0,0
3810,Malvern,8/236 Wattletree Rd,1,unit,405000.0,S,Marshall,2016-06-27,7.4,3144,1.0,1.0,1.0,0.0,126.0,Stonnington,-37.8637,145.0373,Southern Metropolitan,4675.0,"-37.8637, 145.0373",6,46.0,0,0
3811,Malvern,11 Childers Rd,2,house,1475000.0,S,Marshall,2016-11-27,7.4,3144,2.0,1.0,1.0,232.0,95.0,Stonnington,-37.8686,145.03799999999995,Southern Metropolitan,4675.0,"-37.8686, 145.038",11,15.0,6,1
3812,Malvern,122/14 Elizabeth St,2,unit,640000.0,PI,Ray,2016-11-27,7.4,3144,2.0,2.0,1.0,0.0,126.0,Stonnington,-37.8514,145.0361,Southern Metropolitan,4675.0,"-37.8514, 145.0361",11,46.0,6,1
3813,Malvern,3/3 Irving St,2,unit,700000.0,VB,Direct,2016-11-27,7.4,3144,2.0,1.0,2.0,0.0,126.0,Stonnington,-37.8597,145.0318,Southern Metropolitan,4675.0,"-37.8597, 145.0318",11,18.0,6,1
3814,Malvern,4/8 Park St,3,unit,1000000.0,VB,Jellis,2016-05-28,7.4,3144,3.0,2.0,1.0,176.0,126.0,Stonnington,-37.8563,145.0369,Southern Metropolitan,4675.0,"-37.8563, 145.0369",5,46.0,5,1
3815,Malvern,1/58 Cawkwell St,2,unit,584000.0,S,Gary,2016-08-28,7.4,3144,2.0,1.0,1.0,0.0,74.0,Stonnington,-37.854,145.041,Southern Metropolitan,4675.0,"-37.854, 145.041",8,45.0,6,1
3816,Malvern,13/200 Wattletree Rd,1,unit,420000.0,SP,hockingstuart,2016-08-28,7.4,3144,1.0,1.0,3.0,0.0,126.0,Stonnington,-37.8633,145.0336,Southern Metropolitan,4675.0,"-37.8633, 145.0336",8,46.0,6,1
3817,Malvern,31a Winter St,3,house,2300000.0,S,Jellis,2016-07-30,7.4,3144,3.0,2.0,2.0,313.0,126.0,Stonnington,-37.8603,145.0322,Southern Metropolitan,4675.0,"-37.8603, 145.0322",7,96.0,5,1
3818,Malvern East,9 Chanak St,3,house,1490000.0,S,Marshall,2016-09-03,11.2,3145,3.0,1.0,1.0,322.0,137.0,Stonnington,-37.8726,145.0396,Southern Metropolitan,8801.0,"-37.8726, 145.0396",9,106.0,5,1
3819,Malvern East,1/13 Goode St,3,house,1210000.0,S,Marshall,2016-09-03,11.2,3145,3.0,2.0,1.0,337.0,146.0,Stonnington,-37.8833,145.0697,Southern Metropolitan,8801.0,"-37.8833, 145.0697",9,23.0,5,1
3820,Malvern East,44 Thurso St,4,house,1300000.0,S,J,2016-09-03,11.2,3145,3.0,2.0,2.0,644.0,126.0,Stonnington,-37.8747,145.0836,Southern Metropolitan,8801.0,"-37.8747, 145.0836",9,46.0,5,1
3821,Malvern East,375 Waverley Rd,4,house,1675000.0,PI,Thomson,2016-09-03,11.2,3145,3.0,2.0,4.0,727.0,126.0,Stonnington,-37.8779,145.0651,Southern Metropolitan,8801.0,"-37.8779, 145.0651",9,46.0,5,1
3822,Malvern East,1/52 Bowen St,3,unit,980000.0,S,Noel,2016-12-03,11.2,3145,3.0,1.0,2.0,317.0,126.0,Stonnington,-37.8832,145.0779,Southern Metropolitan,8801.0,"-37.8832, 145.0779",12,76.0,5,1
3823,Malvern East,41 Emo Rd,4,house,2400000.0,VB,hockingstuart,2016-12-03,11.2,3145,4.0,2.0,2.0,758.0,126.0,Stonnington,-37.8757,145.0518,Southern Metropolitan,8801.0,"-37.8757, 145.0518",12,46.0,5,1
3824,Malvern East,78 Emo Rd,4,house,2355000.0,S,Marshall,2016-12-03,11.2,3145,4.0,2.0,3.0,0.0,223.0,Stonnington,-37.8755,145.0523,Southern Metropolitan,8801.0,"-37.8755, 145.0523",12,101.0,5,1
3825,Malvern East,11 Findon St,2,house,1036000.0,S,Biggin,2016-12-03,11.2,3145,2.0,1.0,1.0,310.0,102.0,Stonnington,-37.8717,145.0399,Southern Metropolitan,8801.0,"-37.8717, 145.0399",12,106.0,5,1
3826,Malvern East,1894 Malvern Rd,4,house,1301000.0,PI,Marshall,2016-12-03,11.2,3145,4.0,3.0,2.0,611.0,126.0,Stonnington,-37.8724,145.0628,Southern Metropolitan,8801.0,"-37.8724, 145.0628",12,46.0,5,1
3827,Malvern East,16A Manning Rd,3,house,2273000.0,S,Marshall,2016-12-03,11.2,3145,3.0,3.0,1.0,376.0,254.0,Stonnington,-37.8727,145.0458,Southern Metropolitan,8801.0,"-37.8727, 145.0458",12,86.0,5,1
3828,Malvern East,35 Warley Rd,5,house,2350000.0,PI,Jellis,2016-12-03,11.2,3145,5.0,2.0,2.0,567.0,327.0,Stonnington,-37.8786,145.0495,Southern Metropolitan,8801.0,"-37.8786, 145.0495",12,101.0,5,1
3829,Malvern East,1281B Dandenong Rd,4,house,1215000.0,PI,Thomson,2017-03-04,11.2,3145,4.0,2.0,2.0,207.0,126.0,Stonnington,-37.8845,145.072,Southern Metropolitan,8801.0,"-37.8845, 145.072",3,47.0,5,1
3830,Malvern East,3/919 Dandenong Rd,2,unit,447000.0,S,Thomson,2017-03-04,11.2,3145,2.0,1.0,1.0,0.0,126.0,Stonnington,-37.8769,145.0471,Southern Metropolitan,8801.0,"-37.8769, 145.0471",3,27.0,5,1
3831,Malvern East,17 Findon St,4,house,2200000.0,VB,Jellis,2017-03-04,11.2,3145,4.0,2.0,2.0,541.0,126.0,Stonnington,-37.8717,145.0403,Southern Metropolitan,8801.0,"-37.8717, 145.0403",3,47.0,5,1
3832,Malvern East,12 Hilda St,4,house,2200000.0,VB,Jellis,2017-03-04,11.2,3145,4.0,3.0,2.0,567.0,215.0,Stonnington,-37.8742,145.0614,Southern Metropolitan,8801.0,"-37.8742, 145.0614",3,97.0,5,1
3833,Malvern East,3/6 Peverill St,2,unit,790000.0,S,Noel,2017-03-04,11.2,3145,2.0,1.0,2.0,196.0,109.0,Stonnington,-37.8796,145.0876,Southern Metropolitan,8801.0,"-37.8796, 145.0876",3,47.0,5,1
3834,Malvern East,17 The Grange,4,house,2250000.0,S,Marshall,2017-03-04,11.2,3145,4.0,1.0,2.0,720.0,126.0,Stonnington,-37.8753,145.0532,Southern Metropolitan,8801.0,"-37.8753, 145.0532",3,47.0,5,1
3835,Malvern East,5 Anfield Ct,4,house,1185000.0,S,Marshall,2016-06-04,11.2,3145,3.0,2.0,2.0,797.0,180.0,Stonnington,-37.8783,145.0869,Southern Metropolitan,8801.0,"-37.8783, 145.0869",6,66.0,5,1
3836,Malvern East,38 MacGregor St,3,house,1837000.0,S,Marshall,2016-08-06,11.2,3145,4.0,2.0,1.0,769.0,196.0,Stonnington,-37.8799,145.0552,Southern Metropolitan,8801.0,"-37.8799, 145.0552",8,96.0,5,1
3837,Malvern East,2083 Malvern Rd,3,house,1105000.0,S,Buxton,2016-08-06,11.2,3145,3.0,2.0,2.0,331.0,126.0,Stonnington,-37.877,145.067,Southern Metropolitan,8801.0,"-37.877, 145.067",8,46.0,5,1
3838,Malvern East,3/406 Wattletree Rd,3,townhouse,1253000.0,S,Jellis,2016-05-07,11.2,3145,3.0,2.0,1.0,216.0,135.0,Stonnington,-37.866,145.0549,Southern Metropolitan,8801.0,"-37.866, 145.0549",5,22.0,5,1
3839,Malvern East,19 Belgrave Rd,3,house,1505000.0,SP,Woodards,2016-11-07,11.2,3145,3.0,2.0,1.0,647.0,126.0,Stonnington,-37.8822,145.0677,Southern Metropolitan,8801.0,"-37.8822, 145.0677",11,46.0,0,0
3840,Malvern East,2 Bruce St,3,house,1500000.0,VB,Marshall,2016-11-07,11.2,3145,3.0,1.0,1.0,693.0,126.0,Stonnington,-37.884,145.0713,Southern Metropolitan,8801.0,"-37.884, 145.0713",11,46.0,0,0
3841,Malvern East,1872a Malvern Rd,4,house,1400000.0,VB,hockingstuart,2016-11-07,11.2,3145,4.0,2.0,2.0,260.0,126.0,Stonnington,-37.8708,145.0616,Southern Metropolitan,8801.0,"-37.8708, 145.0616",11,46.0,0,0
3842,Malvern East,2/82 Brunel St,2,unit,720000.0,S,J,2016-10-08,11.2,3145,2.0,1.0,1.0,92.0,126.0,Stonnington,-37.8706,145.0578,Southern Metropolitan,8801.0,"-37.8706, 145.0578",10,46.0,5,1
3843,Malvern East,55 Emo Rd,3,house,2210000.0,SP,Ray,2016-10-08,11.2,3145,3.0,1.0,2.0,789.0,126.0,Stonnington,-37.8747,145.05200000000005,Southern Metropolitan,8801.0,"-37.8747, 145.052",10,46.0,5,1
3844,Malvern East,12 Gauntlet Rd,3,townhouse,940000.0,PI,Barry,2016-10-08,11.2,3145,3.0,2.0,1.0,206.0,126.0,Stonnington,-37.8826,145.0868,Southern Metropolitan,8801.0,"-37.8826, 145.0868",10,46.0,5,1
3845,Malvern East,349 Waverley Rd,5,house,1810000.0,PI,RT,2016-09-10,11.2,3145,5.0,3.0,2.0,751.0,126.0,Stonnington,-37.8775,145.0622,Southern Metropolitan,8801.0,"-37.8775, 145.0622",9,82.0,5,1
3846,Malvern East,14/410 Waverley Rd,3,townhouse,922000.0,S,Jellis,2016-09-10,11.2,3145,3.0,2.0,2.0,0.0,138.0,Stonnington,-37.8782,145.0649,Southern Metropolitan,8801.0,"-37.8782, 145.0649",9,16.0,5,1
3847,Malvern East,8 Ash Gr,5,house,4802500.0,S,Marshall,2016-12-10,11.2,3145,5.0,2.0,4.0,837.0,267.0,Stonnington,-37.8756,145.0561,Southern Metropolitan,8801.0,"-37.8756, 145.0561",12,97.0,5,1
3848,Malvern East,2/919 Dandenong Rd,1,unit,350000.0,SP,Thomson,2016-12-10,11.2,3145,1.0,1.0,1.0,0.0,117.0,Stonnington,-37.8769,145.0471,Southern Metropolitan,8801.0,"-37.8769, 145.0471",12,41.0,5,1
3849,Malvern East,50 The Boulevard,3,house,1555000.0,S,Fletchers,2016-06-12,11.2,3145,3.0,2.0,2.0,691.0,150.0,Stonnington,-37.8734,145.0887,Southern Metropolitan,8801.0,"-37.8734, 145.0887",6,66.0,6,1
3850,Malvern East,69 Beaver St,4,house,2123000.0,S,Jellis,2016-11-12,11.2,3145,4.0,3.0,2.0,412.0,254.0,Stonnington,-37.8707,145.0482,Southern Metropolitan,8801.0,"-37.8707, 145.0482",11,86.0,5,1
3851,Malvern East,19 Belson St,4,house,2800000.0,S,Marshall,2016-11-12,11.2,3145,4.0,2.0,3.0,809.0,126.0,Stonnington,-37.8664,145.0452,Southern Metropolitan,8801.0,"-37.8664, 145.0452",11,91.0,5,1
3852,Malvern East,43 Kerferd St,3,house,2305000.0,S,Marshall,2016-08-13,11.2,3145,3.0,2.0,2.0,543.0,126.0,Stonnington,-37.8691,145.0435,Southern Metropolitan,8801.0,"-37.8691, 145.0435",8,46.0,5,1
3853,Malvern East,8 MacGregor St,4,house,1700000.0,VB,Fletchers,2016-05-14,11.2,3145,4.0,3.0,2.0,365.0,110.0,Stonnington,-37.8818,145.0548,Southern Metropolitan,8801.0,"-37.8818, 145.0548",5,86.0,5,1
3854,Malvern East,44 Manning Rd,5,house,2500000.0,VB,Abercromby's,2016-05-14,11.2,3145,5.0,3.0,2.0,488.0,126.0,Stonnington,-37.8733,145.0507,Southern Metropolitan,8801.0,"-37.8733, 145.0507",5,46.0,5,1
3855,Malvern East,6/5 Peak St,2,unit,370000.0,VB,hockingstuart,2016-05-14,11.2,3145,2.0,1.0,1.0,0.0,126.0,Stonnington,-37.8801,145.0874,Southern Metropolitan,8801.0,"-37.8801, 145.0874",5,51.0,5,1
3856,Malvern East,24 Prior Rd,2,house,1150000.0,PI,Jellis,2016-05-14,11.2,3145,2.0,1.0,2.0,604.0,119.0,Stonnington,-37.8835,145.0886,Southern Metropolitan,8801.0,"-37.8835, 145.0886",5,56.0,5,1
3857,Malvern East,1413 Dandenong Rd,5,house,1600000.0,S,Woodards,2016-10-15,11.2,3145,5.0,2.0,2.0,639.0,126.0,Stonnington,-37.8915,145.0844,Southern Metropolitan,8801.0,"-37.8915, 145.0844",10,46.0,5,1
3858,Malvern East,2 Tennyson St,4,house,2001000.0,S,Marshall,2016-10-15,11.2,3145,4.0,2.0,2.0,526.0,243.0,Stonnington,-37.8771,145.0505,Southern Metropolitan,8801.0,"-37.8771, 145.0505",10,106.0,5,1
3859,Malvern East,29 MacGregor St,3,house,1915000.0,PI,C21,2016-04-16,11.2,3145,3.0,2.0,2.0,700.0,126.0,Stonnington,-37.8807,145.0547,Southern Metropolitan,8801.0,"-37.8807, 145.0547",4,96.0,5,1
3860,Malvern East,102 Manning Rd,4,house,1690000.0,S,Marshall,2016-04-16,11.2,3145,4.0,2.0,2.0,334.0,126.0,Stonnington,-37.8743,145.0588,Southern Metropolitan,8801.0,"-37.8743, 145.0588",4,96.0,5,1
3861,Malvern East,2/25 Fisher St,3,townhouse,1135000.0,S,Jellis,2016-09-17,11.2,3145,3.0,3.0,2.0,0.0,130.0,Stonnington,-37.8812,145.05700000000004,Southern Metropolitan,8801.0,"-37.8812, 145.057",9,28.0,5,1
3862,Malvern East,1/14 Durward Rd,4,townhouse,1240000.0,PI,Jellis,2017-03-18,11.2,3145,4.0,2.0,2.0,310.0,180.0,Stonnington,-37.8822,145.0837,Southern Metropolitan,8801.0,"-37.8822, 145.0837",3,27.0,5,1
3863,Malvern East,2/14 Durward Rd,3,townhouse,1120000.0,PI,Jellis,2017-03-18,11.2,3145,3.0,2.0,2.0,181.0,151.0,Stonnington,-37.8823,145.0839,Southern Metropolitan,8801.0,"-37.8823, 145.0839",3,27.0,5,1
3864,Malvern East,68A Emo Rd,3,house,1625000.0,S,hockingstuart,2017-03-18,11.2,3145,3.0,2.0,1.0,87.0,126.0,Stonnington,-37.8769,145.05200000000005,Southern Metropolitan,8801.0,"-37.8769, 145.052",3,47.0,5,1
3865,Malvern East,558 Waverley Rd,3,house,1500000.0,S,Marshall,2017-03-18,11.2,3145,3.0,1.0,2.0,888.0,165.0,Stonnington,-37.8799,145.0738,Southern Metropolitan,8801.0,"-37.8799, 145.0738",3,131.0,5,1
3866,Malvern East,22 Deakin St,2,house,1400000.0,S,Jellis,2016-06-18,11.2,3145,2.0,1.0,1.0,312.0,126.0,Stonnington,-37.8654,145.0412,Southern Metropolitan,8801.0,"-37.8654, 145.0412",6,46.0,5,1
3867,Malvern East,3/2 Kardella St,3,unit,707500.0,S,hockingstuart,2016-06-18,11.2,3145,2.0,1.0,1.0,170.0,83.0,Stonnington,-37.8689,145.0504,Southern Metropolitan,8801.0,"-37.8689, 145.0504",6,41.0,5,1
3868,Malvern East,5/417 Wattletree Rd,2,unit,835000.0,S,Jellis,2016-06-18,11.2,3145,2.0,1.0,1.0,0.0,118.0,Stonnington,-37.865,145.0506,Southern Metropolitan,8801.0,"-37.865, 145.0506",6,86.0,5,1
3869,Malvern East,17A Findon St,3,house,1870000.0,S,Jellis,2016-11-19,11.2,3145,3.0,2.0,1.0,400.0,152.0,Stonnington,-37.8718,145.0404,Southern Metropolitan,8801.0,"-37.8718, 145.0404",11,86.0,5,1
3870,Malvern East,1 Villers Sq,4,house,1580000.0,PI,Jellis,2016-11-19,11.2,3145,4.0,2.0,1.0,504.0,260.0,Stonnington,-37.8834,145.0635,Southern Metropolitan,8801.0,"-37.8834, 145.0635",11,96.0,5,1
